datetime	tweet	hashtags	compound	sentiment_category
2024-10-26 23:55:16	thats woman dozen dem repub women could run circles around inept kamala choose one next time	#Kamala	0.0	neutral
2024-10-26 23:56:14	vp kamalaharris secretservice explain kamalahq kamalahqlies megynkelly megynkellyshow kamala groped harris vote tim walz save america michelle obama said dope	#KamalaGropedMe #Kamala #Kamala2024 #KamalaHarris #KamalaHarris2024 #VoteKamalaHarrisAndTimWalz2024ToSaveAmerica #VoteKamala #MichelleObama	0.4939	positive
2024-10-26 23:56:45	never forget kamala democratic party always project accusing others everything democrats actually lie thats offer solutions whatsoever defiyantlyfree put bannon prison navarro	#Kamala #DemocraticParty #Democrats	0.017	neutral
2024-10-26 23:58:24	kamala harris rally celebrities leave election elecciones	#Kamala #Election2024 #Elecciones2024	-0.0516	negative
2024-10-26 14:58:53	u america jesus lord g realdonaldtrump elonmusk pennsylvania georgia arizona michigan texas nevada wisconsin ohio california alaska colorado utah arkansas louisiana missouri tennessee north carolina montana wyoming nebraska new jersey york	#USA #America #JesusIsLord #MAGA #Pennsylvania #Georgia #Arizona #Michigan #Texas #Nevada #Wisconsin #Ohio #California #Alaska #Colorado #Utah #Arkansas #Louisiana #Missouri #Tennessee #NorthCarolina #Montana #Wyoming #Nebraska #NewJersey #NewYork	0.0	neutral
2024-10-26 15:01:47	great interview highly recommend watch kamala harris tim walz u election donald trump j vance thetyronemagnus lovelyti white house joebiden trumpvance elections pennsylvania	#KamalaHarris #TimWalz #USA #2024election #DonaldTrump #JDVance #WhiteHouse #joebiden #trumpvance2024 #2024elections #Pennsylvania	0.7841	positive
2024-10-26 15:03:12	pennsylvania	#Pennsylvania	0.0	neutral
2024-10-26 15:03:29	national anthem lights u america g realdonaldtrump elonmusk pennsylvania georgia arizona michigan texas nevada wisconsin ohio california alaska colorado utah arkansas louisiana missouri tennessee north carolina	#USA #America #MAGA #Pennsylvania #Georgia #Arizona #Michigan #Texas #Nevada #Wisconsin #Ohio #California #Alaska #Colorado #Utah #Arkansas #Louisiana #Missouri #Tennessee #NorthCarolina	0.0	neutral
2024-10-26 15:03:33	election watch lancastercounty pennsylvania uncovers suspected voter fraud officials reveal apparent incidents alleged via youtube	#Election2024 #Pennsylvania #VoterFraud	-0.6908	negative
2024-10-26 15:07:45	going backwhen fight win vote make plan let voice heard matters election pennsylvania wisconsin michigan north carolina florida georgia nevada arizona defeat trump g	#WereNotGoingBack #Election2024 #Pennsylvania #Wisconsin #Michigan #NorthCarolina #Florida #Georgia #Nevada #Arizona #DefeatTrump #MAGA	-0.1779	negative
2024-10-26 15:09:08	ohio oklahoma oregon pennsylvania rhode island south carolina dakota plz put mail ballot back later oct th must give post office time get tabulation center harris walz vote blue	#Ohio #Oklahoma #Oregon #Pennsylvania #RhodeIsland #SouthCarolina #SouthDakota #HarrisWalz #VoteBlueDownBallot	0.0772	positive
2024-10-26 15:09:39	timwalz dominican community pennsylvania think first time vice presidential candidate gone allentown thank	#Pennsylvania	0.3612	positive
2024-10-26 15:10:21	joe rogan amp donald j trump vote early r f k jr aapl nvda tsla amc amzn btc slv nevada pennsylvania wisconsin michigan virginia georgia north carolina	#Trump2024 #RFKJr #Nevada #Pennsylvania #Wisconsin #Michigan #Virginia #Georgia #NorthCarolina	0.0	neutral
2024-10-26 15:11:24	well elonmusk sending pa obviously lies trying get pennsylvania go blue puppet elected need trump ever vance trumps revenge last stand	#Pennsylvania #Trump #Trump2024 #Trump2024Vance #TrumpsRevenge2024 #Trump2024TheLastStand	-0.6249	negative
2024-10-26 15:12:19	stunning security failure us agents miss venezuelan gang tattoos scan refugee approvals trump r f k jr aapl nvda tsla amc amzn btc slv nevada pennsylvania wisconsin michigan virginia georgia north carolina	#Trump2024 #RFKJr #Nevada #Pennsylvania #Wisconsin #Michigan #Virginia #Georgia #NorthCarolina	0.0258	neutral
2024-10-26 15:13:05	kamala harris breaking news masses people waking thinking vote virginia amish megan kelly kid rock days never trump blue asif lives dependonit georgia pennsylvania florida wisconsin arizona nevada texas michigan	#KamalaHarris2024 #BreakingNews #Vote #NeverTrump #VoteBlueAsifYourLivesDependonit #Georgia #Pennsylvania #Florida #Wisconsin #Arizona #Nevada #Texas #Michigan	0.0	neutral
2024-10-26 15:13:40	realalexjones election rigging vote already way know answer virginia forcing noncitizen voters back harris biden judiciary involving state electionsnow look pennsylvania lancaster county	#Election2024 #Vote2024 #Virginia #Election #HarrisBiden #Judiciary #Pennsylvania #LancasterCounty	0.0	neutral
2024-10-26 15:15:56	harris supporter toddler terrorizer g h u texas oklahoma pennsylvania iowa ohio colorado mississippi georgia virginia west north carolina tennessee florida utah new york united states america	#MAGA #MAHA #USA #Texas #Oklahoma #Pennsylvania #Iowa #Ohio #Colorado #Mississippi #Georgia #Virginia #WestVirginia #NorthCarolina #Tennessee #Florida #Utah #NewYork #UnitedStates #NorthAmerica	0.5994	positive
2024-10-26 15:17:01	going back fight win vote make plan let voice heard matters election pennsylvania wisconsin michigan north carolina florida georgia nevada arizona defeat trump g	#WereNotGoingBack #WhenWeFightWeWin #WhenWeVoteWeWin #MakeAPlanToVote #LetYourVoiceBeHeard #YourVoteMatters #Election2024 #Pennsylvania #Wisconsin #Michigan #NorthCarolina #Florida #Georgia #Nevada #Arizona #DefeatTrump #MAGA	-0.1779	negative
2024-10-26 15:21:15	pennsylvania county investigating fraudulent voter applications voterregistration voterfraud colorado	#Pennsylvania #Voterregistration #Voterfraud #Colorado	-0.4939	negative
2024-10-26 15:21:45	fact check kamala pennsylvania michigan arizona nevada georgia wisconsin helene f e failure tylerperry president trumps policies delivered black americans	#FactCheckKamala #Pennsylvania #Michigan #Arizona #Nevada #Georgia #Wisconsin #Helene #FEMAFailure	-0.5106	negative
2024-10-26 15:22:21	enforcement removal operations ero philadelphia removes guatemalan citizen wanted child abuse violence women power harrisburg pennsylvania guatemala immigration	#Harrisburg #Pennsylvania #Guatemala #Immigration	-0.8519	negative
2024-10-26 15:22:30	johnfetterman writing postcards morning repcartwright joebidens hometown scranton pennsylvania	#Scranton #Pennsylvania	0.0	neutral
2024-10-26 15:24:27	proud volunteers couldnt without month want spotlight benvalimont pennsylvania volunteer ben fwdpa team bright example roll sleeves work together build	#Pennsylvania	0.7323	positive
2024-10-26 15:26:25	fyp viral trending algorithm wisconsin arizona florida michigan pennsylvania northcarolina georgia vote govote election trump kamala news worldnews beyonce chaos houston texas support usa america realtalk justsaying truth	#fyp #viral #trending #algorithm #wisconsin #arizona #florida #michigan #pennsylvania #northcarolina #georgia #vote #govote #election #trump #kamala #news #worldnews #beyonce #chaos #houston #texas #support #usa #america #realtalk #justsaying #truth	0.0772	positive
2024-10-26 15:26:45	outofstate donors like hedge fund paul singer texas donated million ct dave davemccormickpa keystone renewal pac lng rights trying buy pennsylvania wont let pasen	#Pennsylvania #pasen	0.3612	positive
2024-10-26 15:27:10	pennsylvania wisconsin michigan texas houston los angeles northcarolina ohio iowa minnesota electionday everyone love unity g n	#Pennsylvania #Wisconsin #Michigan #texas #Houston #LosAngeles #northcarolina #ohio #iowa #Minnesota #electionday2024 #everyone #love #unity #DIGNITY	0.6369	positive
2024-10-26 15:27:21	billion man elonmuskaoc since shower millions pennsylvania thedemocrats stingy butter factories cnn msnbc antipropaganda daily amazing cries float money americans wont say billions dumped baltic red sea	#Pennsylvania	0.1921	positive
2024-10-26 15:27:54	fyp viral trending algorithm wisconsin arizona florida michigan pennsylvania northcarolina georgia vote govote election trump kamala news worldnews vanessaguillen theatlantic misinformation lies usa america video realtalk justsaying truth	#fyp #viral #trending #algorithm #wisconsin #arizona #florida #michigan #pennsylvania #northcarolina #georgia #vote #govote #election #trump #kamala #news #worldnews #vanessaguillen #theatlantic #misinformation #lies #usa #america #video #realtalk #justsaying #truth	-0.4215	negative
2024-10-26 15:29:09	suspect shot women philadelphia septa bus captured delaware u marshals middletown pennsylvania	#USMarshals #USMS #Middletown #Delaware #Philadelphia #Pennsylvania	-0.296	negative
2024-10-26 15:29:59	another outofstate hedge fund billionaire ken griffin supports ct dave davemccormickpa trying buy senate seat pennsylvania cant trust mccormick p e n	#Pennsylvania #PASEN	-0.0521	negative
2024-10-26 15:32:14	pennsylvania voterfraud	#Pennsylvania #voterfraud	0.0	neutral
2024-10-26 15:32:17	state union pennsylvania north carolina michigan wisconsin georgia florida vote blue kamala harris donald trump voteforkamala joe rogan cfb america first republicans democrats washington post	#Pennsylvania #NorthCarolina #Michigan #Wisconsin #Georgia #Florida #VoteBlue #KamalaHarris #DonaldTrump #Voteforkamala #JoeRogan #Cfb #AmericaFirst #Republicans #Democrats #Vote #WashingtonPost	0.0	neutral
2024-10-26 15:32:30	florida billionaire thomas peterffy another outofstate donor ct dave davemccormickpa trying buy pennsylvania wont let p e n cant trust mccormick	#Pennsylvania #PASEN	0.3093	positive
2024-10-26 15:34:59	backer musk billionaire also donating millions ct dave davemccormickpa course outofstate trying buy pennsylvania p e n wont let cant trust mccormick	#Pennsylvania #PASEN	0.3093	positive
2024-10-26 15:35:33	days left election day republicans republican party j vance pennsylvania michigan u democracy arizona northcarolinaflood elon musk wisconsin fanfare free speech l e g limmigrants border crisis time stand get vote	#Republicans #RepublicanParty #JDVance #Pennsylvania #Michigan #USDemocracy #Arizona #northcarolinaflood #ElonMusk #USA #Wisconsin #fanfare #FreeSpeech #ILLEGALimmigrants #BorderCrisis	0.2263	positive
2024-10-26 15:36:00	philly pennsylvania pittsburgh democrats mc cormickfor senate conservatives work america first davemccormickpa leaders followers tax tips maga	#Philly #Pennsylvania #Pittsburgh #noDemocrats #McCormickforSenate #ConservativesWork #AmericaFirst #NoTaxOnTips #maga	0.0	neutral
2024-10-26 15:38:01	remember uihleins jan th scandal bussing people insurrection well donating ct dave davemccormickpa trying buy pennsylvania p e n wont let cant trust mccormick	#Pennsylvania #PASEN	0.1178	positive
2024-10-26 15:38:22	spirit halloweens halloween halloweenspirit halloweenwreath carlisle pennsylvania	#Halloween #halloween #halloween2024 #halloweenspirit #halloweenwreath #Carlisle #Pennsylvania	0.1779	positive
2024-10-26 15:39:56	know jeff yass well sycophant spent million years election trying buy pennsylvania p e n course donated ct dave davemccormickpa wont let cant trust mccormick	#Pennsylvania #PASEN	0.5203	positive
2024-10-26 15:41:12	justice department announces four cases brought election threats task force colorado arizona florida pennsylvania day elections voting	#Colorado #Arizona #Florida #Pennsylvania #ElectionDay #Elections #Voting	0.1531	positive
2024-10-26 15:42:17	another outofstate billionaire donor ct dave davemccormickpa trying buy pennsylvania p e n wont let cant trust mccormick	#Pennsylvania #PASEN	0.3093	positive
2024-10-26 15:43:51	fun voting upcoming election kamala harris yay everybody michigan pennsylvania nevada arizona north carolina south lets go check streetpollss video tik tok	#Election2024 #KamalaHarris #Kamala #Michigan #Pennsylvania #Nevada #Arizona #NorthCarolina #SouthCarolina #TikTok	0.7717	positive
2024-10-26 15:45:01	oh look another sexual abuser steve wynn paid million victim donor ct dave davemccormickpa trying buy pennsylvania p e n wont let cant trust mccormick	#Pennsylvania #PASEN	-0.5331	negative
2024-10-26 15:45:49	caught real time cheating ballots handled away electionfraud voterfraud pennsylvania	#electionfraud #cheating #voterfraud #pennsylvania	-0.5574	negative
2024-10-26 15:48:52	voter id bizarre argument would want people trump r f k jr aapl nvda tsla amc amzn btc slv nevada pennsylvania wisconsin michigan virginia georgia north carolina	#Trump2024 #RFKJr #Nevada #Pennsylvania #Wisconsin #Michigan #Virginia #Georgia #NorthCarolina	-0.5423	negative
2024-10-26 15:49:02	illegal mc cormick pennsylvania bob casey wont work democratsdont liberal socialistsareadisgrace dump democrats joe rogan leadership tax tips pittsburgh save america first philadelphia scranton chidren world wide votes	#illegal #McCormick #Pennsylvania #BobCaseyWontWork #DemocratsdontWork #LiberalSocialistsareadisgrace #DumpDemocrats #JoeRogan #Leadership #NoTaxOnTips #Pittsburgh #saveAmerica #AmericaFirst #Philadelphia #Scranton #SaveTheChidrenWorldWide #PennsylvaniaVotes	-0.4588	negative
2024-10-26 15:52:50	wow polymarket spreads posting wisconsin point spread trump michigan georgia pennsylvania north carolina	#Wisconsin #Michigan #Georgia #Pennsylvania #NorthCarolina	0.5859	positive
2024-10-26 15:54:19	november th take back america amp revive american dream forgotten citizens country vote early trump realdonaldtrump jdvance elonmusk day u g pennsylvania georgia arizona michigan texas nevada wisconsin	#TakeBackAmerica #VoteEarly #VoteTrump #TakeBackDay #VoteTrump #USA #MAGA #Pennsylvania #Georgia #Arizona #Michigan #Texas #Nevada #Wisconsin	0.3612	positive
2024-10-26 15:56:22	pennsylvania officials investigating fraudulent voter registration applications lancaster county voterregistration	#Voterregistration #Pennsylvania	-0.4939	negative
2024-10-26 15:57:59	fantastic entrance next senator pennsylvania davemccormickpa flexicontweets bethlehem pa ft senjoniernst toddyoungin rogermarshallmd election g h	#Election2024 #Pennsylvania #MAGA #MAHA	0.5574	positive
2024-10-26 15:59:11	gust wind whipped thru leaves starting fall wont long year old trees bare pennsylvania	#Pennsylvania	0.0	neutral
2024-10-26 15:59:22	trumpwarroom joerogan realdonaldtrump farmers tariffs undecided voters swing states pennsylvania p wisconsin w north carolina n c georgia g michigan vote charlotte philly atlanta milwaukee pittsburgh know harris walz blue preserve rights	#Farmers #Tariffs #Undecided #UndecidedVoters #SwingStates #Pennsylvania #PA #Wisconsin #WI #NorthCarolina #NC #Georgia #GA #Michigan #Vote #VotersCharlotteNC #Philly #Atlanta #Milwaukee #Pittsburgh #MAGA #TheMoreYouKnow #Harris_Walz2024 #VoteBlueToPreserveYourRights	-0.2263	negative
2024-10-26 16:00:26	pa office vocational rehabilitation ovr hiring interested joining ovrs mission questions please contact email dschmidgalpagov phone u p starts careers jobs employer design engineer pennsylvania	#IUPStartsCareers #IUPJobs #Employer #Design #Engineer #Pennsylvania	0.6124	positive
2024-10-26 16:03:31	diddys friend leonardo decaprio supports harris trump pennsylvania vance	#Trump2024 #Pennsylvania #TrumpVance2024	0.6908	positive
2024-10-26 16:07:29	shenanigans pennsylvania voterfraud beat cheat stay vigilant ds might help situation saying	#shenanigans #Pennsylvania #voterfraud #BeatTheCheat #StayVigilant #IDs	0.1027	positive
2024-10-26 16:07:34	magaincwarroom vance lies undecided voters swing states pennsylvania p wisconsin w north carolina n c georgia g michigan vote charlotte philly atlanta milwaukee pittsburgh know harris walz blue preserve rights	#VanceLies #Undecided #UndecidedVoters #SwingStates #Pennsylvania #PA #Wisconsin #WI #NorthCarolina #NC #Georgia #GA #Michigan #Vote #VotersCharlotteNC #Philly #Atlanta #Milwaukee #Pittsburgh #MAGA #TheMoreYouKnow #Harris_Walz2024 #VoteBlueToPreserveYourRights #SwingVoters	-0.5719	negative
2024-10-26 16:10:33	magaincwarroom undecided voters swing states pennsylvania p wisconsin w north carolina n c georgia g michigan vote charlotte philly atlanta milwaukee pittsburgh know harris walz blue preserve rights montana	#Undecided #UndecidedVoters #SwingStates #Pennsylvania #PA #Wisconsin #WI #NorthCarolina #NC #Georgia #GA #Michigan #Vote #VotersCharlotteNC #Philly #Atlanta #Milwaukee #Pittsburgh #MAGA #TheMoreYouKnow #Harris_Walz2024 #VoteBlueToPreserveYourRights #SwingVoters #Montana	-0.2263	negative
2024-10-26 16:10:56	fight win vote make plan let voice heard counts election pennsylvania wisconsin michigan north carolina florida georgia nevada arizona defeat trump g	#WhenWeFightWeWin #WhenWeVoteWeWin #LetYourVoiceBeHeard #YourVoteCounts #Election2024 #Pennsylvania #Wisconsin #Michigan #NorthCarolina #Florida #Georgia #Nevada #Arizona #DefeatTrump #MAGA	-0.2023	negative
2024-10-26 16:13:35	trumpwarroom jdvance racist says wut undecided voters swing states pennsylvania p wisconsin w north carolina n c georgia g michigan vote charlotte philly atlanta milwaukee pittsburgh know harris walz blue preserve rights	#Racist #Undecided #UndecidedVoters #SwingStates #Pennsylvania #PA #Wisconsin #WI #NorthCarolina #NC #Georgia #GA #Michigan #Vote #VotersCharlotteNC #Philly #Atlanta #Milwaukee #Pittsburgh #MAGA #TheMoreYouKnow #Harris_Walz2024 #VoteBlueToPreserveYourRights	-0.7096	negative
2024-10-26 16:14:33	jobs failed epically way clown charge food truck much less us military foreign affairs god awful pennsylvania virginia wisconsin gop arizona asheville	#Pennsylvania #Virginia #Wisconsin #Arizona #Asheville	-0.6369	negative
2024-10-26 16:19:05	stop steal america lost repeat voter fraud occured saw tv trumps bigger count pennsylvania live votes amp bidens smaller real time swapped around like taa daaaa right front eyes	#StopTheSteal #VoterFraud #Trumps #Pennsylvania #Bidens	-0.8402	negative
2024-10-26 16:23:09	trump unfit office ok arrived hours late rally finish joe rogan interview donald fascist pennsylvania presidentialelection	#TrumpIsUnfitForOffice #DonaldTrumpIsAFascist #Pennsylvania #Presidentialelection	-0.34	negative
2024-10-26 16:25:03	undecided voters swing states pennsylvania p wisconsin w north carolina n c georgia g michigan vote charlotte philly atlanta milwaukee pittsburgh know harris walz blue preserve rights montana	#Undecided #UndecidedVoters #SwingStates #Pennsylvania #PA #Wisconsin #WI #NorthCarolina #NC #Georgia #GA #Michigan #Vote #VotersCharlotteNC #Philly #Atlanta #Milwaukee #Pittsburgh #MAGA #TheMoreYouKnow #Harris_Walz2024 #VoteBlueToPreserveYourRights #SwingVoters #Montana	-0.2263	negative
2024-10-26 16:27:34	wow kamala harris supporters attacking children election democrats hate speech trump vance michigan pennsylvania	#KamalaHarris #Election2024 #Democrats #HateSpeech #Trump2024Vance #Trump #Michigan #Pennsylvania	-0.0	neutral
2024-10-26 16:30:11	id rather stand god hand trump comrade kamala g h u texas oklahoma pennsylvania iowa ohio colorado mississippi georgia virginia west north carolina tennessee florida utah new york united states america	#MAGA #MAHA #USA #Texas #Oklahoma #Pennsylvania #Iowa #Ohio #Colorado #Mississippi #Georgia #Virginia #WestVirginia #NorthCarolina #Tennessee #Florida #Utah #NewYork #UnitedStates #NorthAmerica	0.7964	positive
2024-10-26 16:31:23	us presidential race exceptionally close vice president kamala harris former donald trump polling near tie roughly popular support currently slight advantage key battleground states like pennsylvania	#KamalaHarris #Trump #Pennsylvania	0.743	positive
2024-10-26 16:39:16	winning dowd believes harris claim victory despite de via youtube answer musk kamala points nonpartisan poles battleground states gamblers put money go vote pennsylvania america wisconsin n c	#pennsylvania #America #Wisconsin #NYC	0.1779	positive
2024-10-26 16:39:31	voter fraud pennsylvania realdonaldtrump jdvance need lawyers l u f c viral	#Pennsylvania #Lawyers #LUFC #viral2024	-0.5859	negative
2024-10-26 16:40:21	poga tnman made bridge helene disaster g h u texas oklahoma pennsylvania iowa ohio colorado mississippi georgia virginia west north carolina tennessee florida utah new york united states america	#Helene #MAGA #MAHA #USA #Texas #Oklahoma #Pennsylvania #Iowa #Ohio #Colorado #Mississippi #Georgia #Virginia #WestVirginia #NorthCarolina #Tennessee #Florida #Utah #NewYork #UnitedStates #NorthAmerica	-0.3182	negative
2024-10-26 16:40:38	dont believe everything see viral video rippedup pennsylvania ballots fake russianmade intelligence agencies say russia russian disinformation	#ViralVideo #Pennsylvania #ballots #fake #Russian #Russia #RussianDisinformation	0.0	neutral
2024-10-26 16:45:00	u intelligence officials say russian operatives attempting interfere american election behind fake video supposedly showing someone tearing ballots pennsylvania war ukraine	#US #election #Pennsylvania #War_in_Ukraine	-0.5994	negative
2024-10-26 16:46:58	speaking billionaire sycophants jeff yass giving money buy pennsylvania ct dave davemccormickpa cant trust mccormick	#Pennsylvania	-0.0777	negative
2024-10-26 16:47:31	pennsylvania hows things going	#Pennsylvania	0.0	neutral
2024-10-26 16:48:24	new hampshire flipped red come onnnn wisconsin michigan minnesota carolina georgia pennsylvania virginia illinois mexico freedoms life depends vote trump newhampshire	#trump #trump2024 #newhampshire #wisconsin #michigan #minnesota #pennsylvania	0.296	positive
2024-10-26 16:48:42	fetterman talks trumps popularity support pennsylvania anybody spends time driving around see intensity astonishing trump rogan kamala election h harris g u	#Pennsylvania #Trump #RoganTrump #Kamala #Election #MAHA #KamalaHarris2024 #Trump2024 #MAGA #USA #Election2024 #USA	0.7003	positive
2024-10-26 16:48:53	fetterman calls trumps support pennsylvania astonishing see intensity r u p e n c kamala h blacks black men nascar f g bitcoin l v b us times	#Fetterman #Trump #Pennsylvania #TRUMP #TRUMP2024 #DEMS #DNC #Kamala2024 #Kamala #HISPANIC #Blacks #BlackMen #Nascar #UFC #GOP #RNC #NRA #Bitcoin #GOLD #AMMO #MOVIES #BORDER #USA #us #NYTimes	0.4019	positive
2024-10-26 16:51:20	dont want conscience haley voter tells cnn trump said made vote democrat first time c n donald philadelphia pennsylvania presidentialelection	#CNN #DonaldTrump #Philadelphia #Pennsylvania #Presidentialelection	-0.0572	negative
2024-10-26 16:51:48	swamping vote baby big rig chester county pennsylvania	#TooBigToRig #ChesterCounty #Pennsylvania	-0.128	negative
2024-10-26 16:53:24	president trump stopping havana express cuban kitchen amp bakery las vegas r f k jr aapl nvda tsla amc amzn btc slv nevada pennsylvania wisconsin michigan virginia georgia north carolina	#Trump2024 #RFKJr #Nevada #Pennsylvania #Wisconsin #Michigan #Virginia #Georgia #NorthCarolina	-0.1531	negative
2024-10-26 16:54:28	trump intensity fetterman calls trumps support pennsylvania astonishing see vote early	#TrumpIntensity #Pennsylvania #VoteEarlyForTrump	0.4019	positive
2024-10-26 16:54:32	crying foul ab vote fraud appears g ats trying steal pennsylvania election fake amish registrations projection	#VoteFraud #MAGAts #Pennsylvania #FakeAmishRegistrations #Projection	-0.9217	negative
2024-10-26 16:55:41	trumpwarroom joerogan maybe pennsylvania take listen	#pennsylvania	0.0	neutral
2024-10-26 16:55:56	lets go pennsylvania bring home democracy country needs harriswalz	#pennsylvania #harriswalz2024	0.0	neutral
2024-10-26 16:56:15	pennsylvania organizing game hit hundreds thousands doors today getting done ground	#GroundGame #Pennsylvania	0.0	neutral
2024-10-26 16:58:39	gas breaks l f g pennsylvania trump	#LFG #Pennsylvania #Trump2024	0.0	neutral
2024-10-26 17:01:29	mark cuban dumped trump back harris via youtube pennsylvania michigan wisconsin texas florida arizona georgia nevada california alabama alaska colorado delaware idaho illinois iowa kansas maine maryland north carolina c b	#pennsylvania #Michigan #Wisconsin #Texas #Florida #Arizona #Georgia #Nevada #California #Alabama #Alaska #Colorado #Delaware #Idaho #Illinois #Iowa #Kansas #Maine #Maryland #NorthCarolina #CBC	-0.4019	negative
2024-10-26 17:02:29	thedemocrats cheating lancaster county pennsylvania board elections announced staff members identified approximately suspected fraudulent voter registration applications dropped election office	#Lancaster #Pennsylvania	-0.8271	negative
2024-10-26 17:02:42	going back fight win vote make plan let voice heard matters pennsylvania wisconsin michigan north carolina florida georgia nevada arizona defeat trump g harris walz	#Pennsylvania #Wisconsin #Michigan #NorthCarolina #Florida #Georgia #Nevada #Arizona #defeatTrump #MAGA #VoteHarrisWalz	-0.1779	negative
2024-10-26 17:02:56	washington post union staffers revolt decision endorse presidential candidate blame bezos r u p e h n c black men nascar f g congress b times michigan pennsylvania north carolina arab	#TRUMP2024 #DEMS #HISPANIC #BlackMen #Nascar #UFC #GOP #RNC #NRA #congress #BORDER #USA #NYTimes #Michigan #Pennsylvania #NorthCarolina #Arab	-0.0258	neutral
2024-10-26 17:03:54	kamalaharris next days poor people democrats republicans independents must mobilize vote realdonaldtrump running save republic kamala planned open border bring another million illegals turn usa rd world country pennsylvania g	#Pennsylvania #GA	0.0258	neutral
2024-10-26 17:03:57	make plan vote let voice heard matters pennsylvania wisconsin michigan north carolina florida georgia nevada arizona defeat trump g harris walz votebluedownballot	#Pennsylvania #Wisconsin #Michigan #NorthCarolina #Florida #Georgia #Nevada #Arizona #defeatTrump #MAGA #voteHarrisWalz #votebluedownballot	-0.4404	negative
2024-10-26 17:04:16	harris polling nyc lowest decades democratic nominee nyt poll trump r u p e h n c black men nascar f g congress b times michigan pennsylvania north carolina arab	#Trump #TRUMP2024 #DEMS #HISPANIC #BlackMen #Nascar #UFC #GOP #RNC #NRA #congress #BORDER #USA #NYTimes #Michigan #Pennsylvania #NorthCarolina #Arab	-0.3818	negative
2024-10-26 17:04:23	pennsylvania wisconsin michigan north carolina florida georgia nevada arizona defeat trump g vote harris walz votebluedownballot	#Pennsylvania #Wisconsin #Michigan #NorthCarolina #Florida #Georgia #Nevada #Arizona #defeatTrump #MAGA #voteHarrisWalz #votebluedownballot	-0.4588	negative
2024-10-26 17:05:06	young voter turned harris pandering seems like abortion thing im allowed care trump r u p e h n c black men nascar f g b times michigan pennsylvania north carolina arab	#Trump #TRUMP2024 #DEMS #HISPANIC #BlackMen #Nascar #UFC #GOP #RNC #NRA #BORDER #USA #NYTimes #Michigan #Pennsylvania #NorthCarolina #Arab	0.6908	positive
2024-10-26 17:05:51	toddler terrorizer identifiedjordan sierra bowen california g h u texas oklahoma pennsylvania iowa ohio colorado mississippi georgia virginia west north carolina tennessee florida utah new york united states america	#MAGA #MAHA #USA #Texas #Oklahoma #Pennsylvania #Iowa #Ohio #Colorado #Mississippi #Georgia #Virginia #WestVirginia #NorthCarolina #Tennessee #Florida #Utah #NewYork #UnitedStates #NorthAmerica	0.4215	positive
2024-10-26 17:06:30	focus politics restoring genuine integrity quality growth making election crucial minnesotans care states future u g minnesota kansas georgia pennsylvania read tik tok	#USA #MAGA #Minnesota #Kansas #Georgia #Pennsylvania #TikTok	0.8625	positive
2024-10-26 17:08:25	pup key checking mt washington neighborhood pittsburgh swing state pennsylvania see coast guard vessels rivers feels like security president biden	#Pittsburgh #Pennsylvania	0.5994	positive
2024-10-26 17:10:02	ways kamala harris promotes chaos energy message trump r u p e h n c black men nascar f g congress b times michigan pennsylvania north carolina arab	#Kamala #Harris #Trump #TRUMP2024 #DEMS #HISPANIC #BlackMen #Nascar #UFC #GOP #RNC #NRA #congress #BORDER #USA #NYTimes #Michigan #Pennsylvania #NorthCarolina #Arab	-0.0516	negative
2024-10-26 17:10:51	saturday mood days kamala harris masses waking thinking vote never trump rogan beyonc hillary blue ballot houston asif lives dependonit georgia pennsylvania wisconsin arizona nevada texas michigan	#SaturdayMood #KamalaHarris2024 #Vote #NeverTrump #VoteBlueDownBallot #VoteBlueAsifYourLivesDependonit #Georgia #Pennsylvania #Wisconsin #Arizona #Nevada #Texas #Michigan	0.0	neutral
2024-10-26 17:12:06	elon musk dana white appear historic trump g rally r u p e h n c black men nascar f congress b times michigan pennsylvania north carolina arab	#Elon #Musk #DanaWhite #Trump #MSG #Trump #TRUMP2024 #DEMS #HISPANIC #BlackMen #Nascar #UFC #GOP #RNC #NRA #congress #BORDER #USA #NYTimes #Michigan #Pennsylvania #NorthCarolina #Arab #Michigan #Pennsylvania	0.0	neutral
2024-10-26 17:14:03	campaigns strategic fight raising money spending right places year candidate crazy amount swing states specifically pennsylvania election could well come trump harris	#pennsylvania #election2024 #election #trump #harris	-0.4404	negative
2024-10-26 17:14:54	gop real worker looks like dress pretend pennsylvania mc donalds	#Pennsylvania #McDonalds	0.2732	positive
2024-10-26 17:15:38	harris warns voters trump impose national abortion ban donald abortionlaw pennsylvania nobody believes hawk tuah lies	#Abortion #DonaldTrump #Abortionlaw #Pennsylvania	-0.8402	negative
2024-10-26 17:16:35	might emergency alert fayette county icorrs public safety dispatch pennsylvania active event wildfire listen gt osint breakingnews	#Pennsylvania #osint #breakingnews	0.7351	positive
2024-10-26 17:16:44	kamalaharris madam since take vp crimes risen black neighborhoods due poverty women turned prostitution feed family failed last yrs failure next realdonaldtrump fix child abuse fast pennsylvania	#Pennsylvania	-0.9337	negative
2024-10-26 17:18:13	kamalaharris policies schools send parents jail children truancy one swipe pen michigan whitmer democrats realdonaldtrump school student trump detroit california u communist pennsylvania wisconsin elections	#Michigan #Whitmer #Democrats #Parents #SchoolStudent #Trump2024 #Detroit #California #US #Communist #Pennsylvania #Wisconsin #Elections	0.0	neutral
